dataset,n,m,metodo,obtenido,optimo,gap_relativo,tiempo,k,iteraciones,porcentaje
instancias-tsplib,29,406,TABU_A,2079.0,2020,0.02920792079207921,39.9858,21,15,0.5
instancias-tsplib,29,406,TABU_S,2058.0,2020,0.01881188118811881,9.83917,21,15,0.5
instancias-tsplib,29,406,TABU_A,2060.0,2020,0.019801980198019802,79.3082,21,15,1.0
instancias-tsplib,29,406,TABU_S,2039.0,2020,0.009405940594059406,13.8749,21,15,1.0
instancias-tsplib,29,406,TABU_A,2199.0,2020,0.08861386138613861,18.7249,22,15,0.2
instancias-tsplib,29,406,TABU_S,2162.0,2020,0.0702970297029703,6.35288,22,15,0.2
instancias-tsplib,29,406,TABU_A,2079.0,2020,0.02920792079207921,37.6113,22,15,0.5
instancias-tsplib,29,406,TABU_S,2066.0,2020,0.02277227722772277,8.65681,22,15,0.5
instancias-tsplib,29,406,TABU_A,2060.0,2020,0.019801980198019802,72.2693,22,15,1.0
instancias-tsplib,29,406,TABU_S,2039.0,2020,0.009405940594059406,12.3674,22,15,1.0
instancias-tsplib,29,406,TABU_A,2201.0,2020,0.0896039603960396,18.4957,23,15,0.2
instancias-tsplib,29,406,TABU_S,2169.0,2020,0.07376237623762376,7.7262,23,15,0.2
instancias-tsplib,29,406,TABU_A,2104.0,2020,0.041584158415841586,38.9443,23,15,0.5
instancias-tsplib,29,406,TABU_S,2067.0,2020,0.023267326732673267,9.50934,23,15,0.5
instancias-tsplib,29,406,TABU_A,2060.0,2020,0.019801980198019802,68.9853,23,15,1.0
instancias-tsplib,29,406,TABU_S,2039.0,2020,0.009405940594059406,11.9739,23,15,1.0
instancias-tsplib,29,406,TABU_A,2211.0,2020,0.09455445544554456,17.1319,24,15,0.2
instancias-tsplib,29,406,TABU_S,2101.0,2020,0.0400990099009901,6.00259,24,15,0.2
instancias-tsplib,29,406,TABU_A,2060.0,2020,0.019801980198019802,35.901,24,15,0.5
instancias-tsplib,29,406,TABU_S,2064.0,2020,0.02178217821782178,8.24886,24,15,0.5
instancias-tsplib,29,406,TABU_A,2060.0,2020,0.019801980198019802,67.838,24,15,1.0
instancias-tsplib,29,406,TABU_S,2039.0,2020,0.009405940594059406,12.562,24,15,1.0
instancias-tsplib,29,406,TABU_A,2246.0,2020,0.11188118811881188,18.3146,25,15,0.2
instancias-tsplib,29,406,TABU_S,2151.0,2020,0.06485148514851485,6.33827,25,15,0.2
instancias-tsplib,29,406,TABU_A,2079.0,2020,0.02920792079207921,37.4978,25,15,0.5
instancias-tsplib,29,406,TABU_S,2067.0,2020,0.023267326732673267,8.46359,25,15,0.5
instancias-tsplib,29,406,TABU_A,2060.0,2020,0.019801980198019802,69.6015,25,15,1.0
instancias-tsplib,29,406,TABU_S,2039.0,2020,0.009405940594059406,13.5204,25,15,1.0
instancias-tsplib,29,406,TABU_A,2186.0,2020,0.08217821782178218,18.3787,26,15,0.2
instancias-tsplib,29,406,TABU_S,2085.0,2020,0.03217821782178218,6.95289,26,15,0.2
instancias-tsplib,29,406,TABU_A,2085.0,2020,0.03217821782178218,50.7387,26,15,0.5
instancias-tsplib,29,406,TABU_S,2041.0,2020,0.010396039603960397,13.1146,26,15,0.5
instancias-tsplib,29,406,TABU_A,2060.0,2020,0.019801980198019802,110.807,26,15,1.0
instancias-tsplib,29,406,TABU_S,2039.0,2020,0.009405940594059406,19.8638,26,15,1.0
instancias-tsplib,29,406,TABU_A,2211.0,2020,0.09455445544554456,28.341,27,15,0.2
instancias-tsplib,29,406,TABU_S,2164.0,2020,0.07128712871287128,8.58243,27,15,0.2
instancias-tsplib,29,406,TABU_A,2060.0,2020,0.019801980198019802,50.7381,27,15,0.5
instancias-tsplib,29,406,TABU_S,2085.0,2020,0.03217821782178218,10.3204,27,15,0.5
instancias-tsplib,29,406,TABU_A,2060.0,2020,0.019801980198019802,82.6296,27,15,1.0
instancias-tsplib,29,406,TABU_S,2039.0,2020,0.009405940594059406,13.9939,27,15,1.0
instancias-tsplib,29,406,TABU_A,2186.0,2020,0.08217821782178218,20.2368,28,15,0.2
instancias-tsplib,29,406,TABU_S,2143.0,2020,0.06089108910891089,6.69767,28,15,0.2
instancias-tsplib,29,406,TABU_A,2060.0,2020,0.019801980198019802,42.1791,28,15,0.5
instancias-tsplib,29,406,TABU_S,2058.0,2020,0.01881188118811881,9.12969,28,15,0.5
instancias-tsplib,29,406,TABU_A,2060.0,2020,0.019801980198019802,74.652,28,15,1.0
instancias-tsplib,29,406,TABU_S,2039.0,2020,0.009405940594059406,13.1148,28,15,1.0
instancias-tsplib,29,406,TABU_A,2211.0,2020,0.09455445544554456,19.9694,29,15,0.2
instancias-tsplib,29,406,TABU_S,2258.0,2020,0.11782178217821782,6.61953,29,15,0.2
instancias-tsplib,29,406,TABU_A,2112.0,2020,0.04554455445544554,39.7365,29,15,0.5
instancias-tsplib,29,406,TABU_S,2065.0,2020,0.022277227722772276,10.4283,29,15,0.5
instancias-tsplib,29,406,TABU_A,2060.0,2020,0.019801980198019802,72.253,29,15,1.0
instancias-tsplib,29,406,TABU_S,2039.0,2020,0.009405940594059406,12.5326,29,15,1.0
instancias-tsplib,52,1326,TABU_A,8235.0,7542,0.09188544152744631,102.267,0,15,0.2
instancias-tsplib,52,1326,TABU_S,8238.0,7542,0.09228321400159109,22.6566,0,15,0.2
instancias-tsplib,52,1326,TABU_A,7847.0,7542,0.04044020153805357,233.35,0,15,0.5
instancias-tsplib,52,1326,TABU_S,8000.0,7542,0.060726597719437815,30.8545,0,15,0.5
instancias-tsplib,52,1326,TABU_A,7842.0,7542,0.03977724741447892,452.247,0,15,1.0
instancias-tsplib,52,1326,TABU_S,7842.0,7542,0.03977724741447892,46.1988,0,15,1.0
instancias-tsplib,52,1326,TABU_A,8450.0,7542,0.12039246884115619,107.649,2,15,0.2
instancias-tsplib,52,1326,TABU_S,8104.0,7542,0.0745160434897905,22.9862,2,15,0.2
instancias-tsplib,52,1326,TABU_A,8112.0,7542,0.07557677008750995,218.883,2,15,0.5
instancias-tsplib,52,1326,TABU_S,7987.0,7542,0.05900291699814373,33.6942,2,15,0.5
instancias-tsplib,52,1326,TABU_A,8038.0,7542,0.06576504905860514,417.923,2,15,1.0
instancias-tsplib,52,1326,TABU_S,7842.0,7542,0.03977724741447892,48.9125,2,15,1.0
instancias-tsplib,52,1326,TABU_A,8406.0,7542,0.11455847255369929,104.051,4,15,0.2
instancias-tsplib,52,1326,TABU_S,8354.0,7542,0.10766374966852293,25.6731,4,15,0.2
instancias-tsplib,52,1326,TABU_A,8338.0,7542,0.10554229647308407,236.714,4,15,0.5
instancias-tsplib,52,1326,TABU_S,8056.0,7542,0.06815168390347388,35.4941,4,15,0.5
instancias-tsplib,52,1326,TABU_A,8225.0,7542,0.090559533280297,449.56,4,15,1.0
instancias-tsplib,52,1326,TABU_S,7842.0,7542,0.03977724741447892,52.0938,4,15,1.0
instancias-tsplib,52,1326,TABU_A,8511.0,7542,0.1284805091487669,101.067,6,15,0.2
instancias-tsplib,52,1326,TABU_S,8232.0,7542,0.09148766905330151,25.3369,6,15,0.2
instancias-tsplib,52,1326,TABU_A,8225.0,7542,0.090559533280297,216.144,6,15,0.5
instancias-tsplib,52,1326,TABU_S,7842.0,7542,0.03977724741447892,33.5161,6,15,0.5
instancias-tsplib,52,1326,TABU_A,8225.0,7542,0.090559533280297,436.472,6,15,1.0
instancias-tsplib,52,1326,TABU_S,7842.0,7542,0.03977724741447892,49.8109,6,15,1.0
instancias-tsplib,52,1326,TABU_A,8561.0,7542,0.1351100503845134,97.5907,8,15,0.2
instancias-tsplib,52,1326,TABU_S,8294.0,7542,0.09970830018562715,25.4878,8,15,0.2
instancias-tsplib,52,1326,TABU_A,8542.0,7542,0.13259082471492972,251.436,8,15,0.5
instancias-tsplib,52,1326,TABU_S,7847.0,7542,0.04044020153805357,38.6046,8,15,0.5
instancias-tsplib,52,1326,TABU_A,8456.0,7542,0.12118801378944577,438.464,8,15,1.0
instancias-tsplib,52,1326,TABU_S,7842.0,7542,0.03977724741447892,56.4129,8,15,1.0
instancias-tsplib,52,1326,TABU_A,8648.0,7542,0.14664545213471228,103.732,10,15,0.2
instancias-tsplib,52,1326,TABU_S,8588.0,7542,0.1386900026518165,24.3446,10,15,0.2
instancias-tsplib,52,1326,TABU_A,8492.0,7542,0.12596128347918323,244.041,10,15,0.5
instancias-tsplib,52,1326,TABU_S,7847.0,7542,0.04044020153805357,35.9496,10,15,0.5
instancias-tsplib,52,1326,TABU_A,8456.0,7542,0.12118801378944577,474.878,10,15,1.0
instancias-tsplib,52,1326,TABU_S,7842.0,7542,0.03977724741447892,72.1309,10,15,1.0
instancias-tsplib,52,1326,TABU_A,8630.0,7542,0.14425881728984355,116.954,12,15,0.2
instancias-tsplib,52,1326,TABU_S,8370.0,7542,0.10978520286396182,25.3781,12,15,0.2
instancias-tsplib,52,1326,TABU_A,8492.0,7542,0.12596128347918323,237.826,12,15,0.5
instancias-tsplib,52,1326,TABU_S,7987.0,7542,0.05900291699814373,37.2344,12,15,0.5
instancias-tsplib,52,1326,TABU_A,8456.0,7542,0.12118801378944577,474.468,12,15,1.0
instancias-tsplib,52,1326,TABU_S,7842.0,7542,0.03977724741447892,54.2463,12,15,1.0
instancias-tsplib,52,1326,TABU_A,8612.0,7542,0.14187218244497482,113.3,14,15,0.2
instancias-tsplib,52,1326,TABU_S,8254.0,7542,0.09440466719702996,28.0362,14,15,0.2
instancias-tsplib,52,1326,TABU_A,8492.0,7542,0.12596128347918323,243.54,14,15,0.5
instancias-tsplib,52,1326,TABU_S,8079.0,7542,0.07120127287191726,36.2916,14,15,0.5
instancias-tsplib,52,1326,TABU_A,8456.0,7542,0.12118801378944577,440.416,14,15,1.0
instancias-tsplib,52,1326,TABU_S,7842.0,7542,0.03977724741447892,52.8793,14,15,1.0
instancias-tsplib,52,1326,TABU_A,8580.0,7542,0.13762927605409706,98.2086,16,15,0.2
instancias-tsplib,52,1326,TABU_S,8463.0,7542,0.12211614956245027,25.6324,16,15,0.2
instancias-tsplib,52,1326,TABU_A,8626.0,7542,0.14372845399098383,221.075,16,15,0.5
instancias-tsplib,52,1326,TABU_S,7991.0,7542,0.05953328029700345,34.4094,16,15,0.5
instancias-tsplib,52,1326,TABU_A,8456.0,7542,0.12118801378944577,440.029,16,15,1.0
instancias-tsplib,52,1326,TABU_S,7842.0,7542,0.03977724741447892,55.9068,16,15,1.0
instancias-tsplib,52,1326,TABU_A,8708.0,7542,0.15460090161760806,112.747,18,15,0.2
instancias-tsplib,52,1326,TABU_S,8222.0,7542,0.09016176080615221,27.1207,18,15,0.2
instancias-tsplib,52,1326,TABU_A,8561.0,7542,0.1351100503845134,239.099,18,15,0.5
instancias-tsplib,52,1326,TABU_S,7992.0,7542,0.059665871121718374,39.6214,18,15,0.5
instancias-tsplib,52,1326,TABU_A,8456.0,7542,0.12118801378944577,501.48,18,15,1.0
instancias-tsplib,52,1326,TABU_S,7842.0,7542,0.03977724741447892,83.8522,18,15,1.0
instancias-tsplib,52,1326,TABU_A,8680.0,7542,0.15088835852559002,131.371,20,15,0.2
instancias-tsplib,52,1326,TABU_S,8041.0,7542,0.06616282153274994,26.2323,20,15,0.2
instancias-tsplib,52,1326,TABU_A,8492.0,7542,0.12596128347918323,223.336,20,15,0.5
instancias-tsplib,52,1326,TABU_S,8033.0,7542,0.0651020949350305,34.3736,20,15,0.5
instancias-tsplib,52,1326,TABU_A,8456.0,7542,0.12118801378944577,426.248,20,15,1.0
instancias-tsplib,52,1326,TABU_S,7842.0,7542,0.03977724741447892,52.8887,20,15,1.0
instancias-tsplib,52,1326,TABU_A,8626.0,7542,0.14372845399098383,102.953,22,15,0.2
instancias-tsplib,52,1326,TABU_S,8166.0,7542,0.08273667462211615,24.7747,22,15,0.2
instancias-tsplib,52,1326,TABU_A,8561.0,7542,0.1351100503845134,224.792,22,15,0.5
instancias-tsplib,52,1326,TABU_S,8059.0,7542,0.06854945637761867,34.1253,22,15,0.5
instancias-tsplib,52,1326,TABU_A,8456.0,7542,0.12118801378944577,415.427,22,15,1.0
instancias-tsplib,52,1326,TABU_S,7842.0,7542,0.03977724741447892,49.9911,22,15,1.0
instancias-tsplib,52,1326,TABU_A,8561.0,7542,0.1351100503845134,97.081,24,15,0.2
instancias-tsplib,52,1326,TABU_S,8328.0,7542,0.10421638822593476,25.2202,24,15,0.2
instancias-tsplib,52,1326,TABU_A,8609.0,7542,0.14147440997083002,237.446,24,15,0.5
instancias-tsplib,52,1326,TABU_S,7973.0,7542,0.057146645452134714,39.3725,24,15,0.5
instancias-tsplib,52,1326,TABU_A,8456.0,7542,0.12118801378944577,465.848,24,15,1.0
instancias-tsplib,52,1326,TABU_S,7842.0,7542,0.03977724741447892,57.4308,24,15,1.0
instancias-tsplib,52,1326,TABU_A,8648.0,7542,0.14664545213471228,106.695,26,15,0.2
instancias-tsplib,52,1326,TABU_S,8351.0,7542,0.10726597719437815,24.5226,26,15,0.2
instancias-tsplib,52,1326,TABU_A,8492.0,7542,0.12596128347918323,222.36,26,15,0.5
instancias-tsplib,52,1326,TABU_S,7909.0,7542,0.04866083267037921,37.4372,26,15,0.5
instancias-tsplib,52,1326,TABU_A,8456.0,7542,0.12118801378944577,445.209,26,15,1.0
instancias-tsplib,52,1326,TABU_S,7842.0,7542,0.03977724741447892,51.6195,26,15,1.0
instancias-tsplib,52,1326,TABU_A,8745.0,7542,0.15950676213206047,101.88,28,15,0.2
instancias-tsplib,52,1326,TABU_S,8402.0,7542,0.11402810925483957,23.9048,28,15,0.2
instancias-tsplib,52,1326,TABU_A,8492.0,7542,0.12596128347918323,223.478,28,15,0.5
instancias-tsplib,52,1326,TABU_S,7842.0,7542,0.03977724741447892,37.6737,28,15,0.5
instancias-tsplib,52,1326,TABU_A,8456.0,7542,0.12118801378944577,494.671,28,15,1.0
instancias-tsplib,52,1326,TABU_S,7842.0,7542,0.03977724741447892,59.3826,28,15,1.0
instancias-tsplib,52,1326,TABU_A,8583.0,7542,0.13802704852824185,110.724,30,15,0.2
instancias-tsplib,52,1326,TABU_S,8344.0,7542,0.10633784142137365,29.0681,30,15,0.2
instancias-tsplib,52,1326,TABU_A,8644.0,7542,0.14611508883585256,242.744,30,15,0.5
instancias-tsplib,52,1326,TABU_S,7921.0,7542,0.05025192256695837,37.9148,30,15,0.5
instancias-tsplib,52,1326,TABU_A,8456.0,7542,0.12118801378944577,482.397,30,15,1.0
instancias-tsplib,52,1326,TABU_S,7842.0,7542,0.03977724741447892,55.7734,30,15,1.0
instancias-tsplib,52,1326,TABU_A,8685.0,7542,0.1515513126491647,97.194,32,15,0.2
instancias-tsplib,52,1326,TABU_S,8249.0,7542,0.09374171307345532,23.3087,32,15,0.2
instancias-tsplib,52,1326,TABU_A,8745.0,7542,0.15950676213206047,222.018,32,15,0.5
instancias-tsplib,52,1326,TABU_S,7842.0,7542,0.03977724741447892,36.452,32,15,0.5
instancias-tsplib,52,1326,TABU_A,8456.0,7542,0.12118801378944577,429.173,32,15,1.0
