dataset,n,m,metodo,obtenido,optimo,gap_relativo,tiempo,k,iteraciones,porcentaje
instancias-tsplib,14,91,TABU_S,3814.0,3323,0.14775804995486005,0.398441,3,5,0.22
instancias-tsplib,14,91,TABU_S,3686.0,3323,0.10923863978332832,0.432572,3,5,0.23
instancias-tsplib,14,91,TABU_S,3769.0,3323,0.13421606981643094,0.438407,3,5,0.24
instancias-tsplib,14,91,TABU_S,3535.0,3323,0.06379777309659945,0.441095,3,5,0.25
instancias-tsplib,14,91,TABU_S,3769.0,3323,0.13421606981643094,0.553796,3,5,0.26
instancias-tsplib,14,91,TABU_S,3769.0,3323,0.13421606981643094,0.530414,3,5,0.27
instancias-tsplib,14,91,TABU_S,3620.0,3323,0.08937706891363226,0.452515,3,5,0.28
instancias-tsplib,14,91,TABU_S,3617.0,3323,0.08847427023773699,0.462316,3,5,0.29
instancias-tsplib,14,91,TABU_S,3535.0,3323,0.06379777309659945,0.453861,3,5,0.3
instancias-tsplib,14,91,TABU_S,3416.0,3323,0.027986758952753536,0.46428,3,5,0.31
instancias-tsplib,14,91,TABU_S,3769.0,3323,0.13421606981643094,0.463085,3,5,0.32
instancias-tsplib,14,91,TABU_S,3535.0,3323,0.06379777309659945,0.456466,3,5,0.33
instancias-tsplib,14,91,TABU_S,3371.0,3323,0.014444778814324405,0.440412,3,5,0.34
instancias-tsplib,14,91,TABU_S,3641.0,3323,0.09569665964489919,0.472094,3,5,0.35
instancias-tsplib,14,91,TABU_S,3394.0,3323,0.021366235329521515,0.434203,3,5,0.36
instancias-tsplib,14,91,TABU_S,3490.0,3323,0.05025579295817033,0.453802,3,5,0.37
instancias-tsplib,14,91,TABU_S,3371.0,3323,0.014444778814324405,0.452626,3,5,0.38
instancias-tsplib,14,91,TABU_S,3381.0,3323,0.017454107733975325,0.456388,3,5,0.39
instancias-tsplib,14,91,TABU_S,3686.0,3323,0.10923863978332832,0.456195,3,5,0.4
instancias-tsplib,14,91,TABU_S,3416.0,3323,0.027986758952753536,0.469506,3,5,0.41
instancias-tsplib,14,91,TABU_S,3490.0,3323,0.05025579295817033,0.520679,3,5,0.42
instancias-tsplib,14,91,TABU_S,3535.0,3323,0.06379777309659945,0.489193,3,5,0.43
instancias-tsplib,14,91,TABU_S,3416.0,3323,0.027986758952753536,0.487695,3,5,0.44
instancias-tsplib,14,91,TABU_S,3404.0,3323,0.024375564249172435,0.508897,3,5,0.45
instancias-tsplib,14,91,TABU_S,3432.0,3323,0.03280168522419501,0.507694,3,5,0.46
instancias-tsplib,14,91,TABU_S,3490.0,3323,0.05025579295817033,0.560268,3,5,0.47
instancias-tsplib,14,91,TABU_S,3394.0,3323,0.021366235329521515,0.520474,3,5,0.48
instancias-tsplib,14,91,TABU_S,3478.0,3323,0.04664459825458923,0.563955,3,5,0.49
instancias-tsplib,14,91,TABU_S,3371.0,3323,0.014444778814324405,0.501661,3,5,0.5
instancias-tsplib,14,91,TABU_S,3381.0,3323,0.017454107733975325,0.505898,3,5,0.51
