dataset,n,m,metodo,obtenido,optimo,gap_relativo,tiempo,k,iteraciones
aleatorias,30,435,TABU_S,82.0,-,-,7.42323,5,5
aleatorias,30,435,TABU_S,79.0,-,-,7.88731,5,5
aleatorias,30,435,TABU_S,38.0,-,-,7.02951,5,5
aleatorias,30,435,TABU_S,60.0,-,-,6.89778,5,5
aleatorias,30,435,TABU_S,80.0,-,-,7.87258,5,5
aleatorias,30,435,TABU_S,62.0,-,-,6.6676,5,5
aleatorias,30,435,TABU_S,64.0,-,-,6.88492,5,5
aleatorias,30,435,TABU_S,54.0,-,-,6.52309,5,5
aleatorias,40,780,TABU_S,74.0,-,-,14.6899,5,5
aleatorias,40,780,TABU_S,101.0,-,-,15.719,5,5
aleatorias,40,780,TABU_S,77.0,-,-,14.6594,5,5
aleatorias,40,780,TABU_S,75.0,-,-,13.3801,5,5
aleatorias,40,780,TABU_S,81.0,-,-,12.2043,5,5
aleatorias,40,780,TABU_S,93.0,-,-,12.8941,5,5
aleatorias,40,780,TABU_S,101.0,-,-,13.0523,5,5
aleatorias,40,780,TABU_S,86.0,-,-,12.2715,5,5
aleatorias,40,780,TABU_S,94.0,-,-,13.3735,5,5
aleatorias,40,780,TABU_S,69.0,-,-,11.9723,5,5
aleatorias,50,1225,TABU_S,94.0,-,-,22.9773,5,5
aleatorias,50,1225,TABU_S,124.0,-,-,21.6937,5,5
aleatorias,50,1225,TABU_S,120.0,-,-,25.523,5,5
aleatorias,50,1225,TABU_S,115.0,-,-,23.4819,5,5
aleatorias,50,1225,TABU_S,121.0,-,-,21.7788,5,5
aleatorias,50,1225,TABU_S,84.0,-,-,23.9567,5,5
aleatorias,50,1225,TABU_S,167.0,-,-,23.0158,5,5
aleatorias,50,1225,TABU_S,83.0,-,-,22.3522,5,5
aleatorias,50,1225,TABU_S,93.0,-,-,21.3755,5,5
aleatorias,50,1225,TABU_S,95.0,-,-,22.5382,5,5
aleatorias,60,1770,TABU_S,173.0,-,-,32.5668,5,5
aleatorias,60,1770,TABU_S,109.0,-,-,32.7185,5,5
aleatorias,60,1770,TABU_S,114.0,-,-,35.3036,5,5
aleatorias,60,1770,TABU_S,173.0,-,-,33.9149,5,5
aleatorias,60,1770,TABU_S,146.0,-,-,33.9149,5,5
aleatorias,60,1770,TABU_S,134.0,-,-,32.1669,5,5
aleatorias,60,1770,TABU_S,150.0,-,-,31.9522,5,5
aleatorias,60,1770,TABU_S,163.0,-,-,31.4371,5,5
aleatorias,60,1770,TABU_S,124.0,-,-,35.5165,5,5
aleatorias,60,1770,TABU_S,137.0,-,-,30.3862,5,5
aleatorias,70,2415,TABU_S,227.0,-,-,50.8965,5,5
aleatorias,70,2415,TABU_S,164.0,-,-,50.9899,5,5
aleatorias,70,2415,TABU_S,180.0,-,-,52.9146,5,5
aleatorias,70,2415,TABU_S,156.0,-,-,50.7356,5,5
aleatorias,70,2415,TABU_S,158.0,-,-,52.2618,5,5
aleatorias,70,2415,TABU_S,160.0,-,-,50.1427,5,5
aleatorias,70,2415,TABU_S,200.0,-,-,52.0396,5,5
aleatorias,70,2415,TABU_S,151.0,-,-,47.8423,5,5
aleatorias,70,2415,TABU_S,148.0,-,-,51.8983,5,5
aleatorias,70,2415,TABU_S,254.0,-,-,49.3291,5,5
aleatorias,80,3160,TABU_S,230.0,-,-,74.1824,5,5
aleatorias,80,3160,TABU_S,204.0,-,-,72.5744,5,5
aleatorias,80,3160,TABU_S,192.0,-,-,64.5872,5,5
aleatorias,80,3160,TABU_S,171.0,-,-,67.1368,5,5
aleatorias,80,3160,TABU_S,221.0,-,-,66.2918,5,5
aleatorias,80,3160,TABU_S,228.0,-,-,65.2561,5,5
aleatorias,80,3160,TABU_S,210.0,-,-,65.8308,5,5
aleatorias,80,3160,TABU_S,281.0,-,-,67.2939,5,5
aleatorias,80,3160,TABU_S,183.0,-,-,66.4585,5,5
aleatorias,80,3160,TABU_S,254.0,-,-,67.6986,5,5
aleatorias,90,4005,TABU_S,240.0,-,-,84.7951,5,5
aleatorias,90,4005,TABU_S,257.0,-,-,82.036,5,5
aleatorias,90,4005,TABU_S,266.0,-,-,90.3979,5,5
aleatorias,90,4005,TABU_S,252.0,-,-,85.7779,5,5
aleatorias,90,4005,TABU_S,224.0,-,-,88.454,5,5
aleatorias,90,4005,TABU_S,211.0,-,-,83.7999,5,5
aleatorias,90,4005,TABU_S,247.0,-,-,78.9652,5,5
aleatorias,90,4005,TABU_S,222.0,-,-,87.7516,5,5
aleatorias,90,4005,TABU_S,220.0,-,-,87.5386,5,5
aleatorias,90,4005,TABU_S,258.0,-,-,87.9391,5,5
aleatorias,100,4950,TABU_S,304.0,-,-,113.049,5,5
aleatorias,100,4950,TABU_S,275.0,-,-,123.142,5,5
aleatorias,100,4950,TABU_S,277.0,-,-,131.399,5,5
aleatorias,100,4950,TABU_S,278.0,-,-,179.402,5,5
aleatorias,100,4950,TABU_S,254.0,-,-,142.443,5,5
aleatorias,100,4950,TABU_S,261.0,-,-,163.273,5,5
aleatorias,100,4950,TABU_S,287.0,-,-,155.105,5,5
aleatorias,100,4950,TABU_S,267.0,-,-,150.777,5,5
aleatorias,100,4950,TABU_S,344.0,-,-,165.958,5,5
aleatorias,100,4950,TABU_S,279.0,-,-,177.038,5,5
